Date,Open_Yahoo,High_Yahoo,Low_Yahoo,Close_Yahoo,Volume_Yahoo,Open_Alpha,High_Alpha,Low_Alpha,Close_Alpha,Volume_Alpha,Open_Diff,High_Diff,Low_Diff,Close_Diff,Volume_Diff,Status
2026-03-25,293.44,296.0,289.24,290.93,29460700,293.44,296.0,289.24,290.93,29460669,0.0,0.0,0.0,0.0,31,Match
2026-03-26,287.91,287.95,278.5,280.92,39080600,287.91,287.95,278.5,280.92,39080578,0.0,0.0,0.0,0.0,22,Match
2026-03-27,277.28,279.37,273.95,274.34,35890600,277.275,279.37,273.95,274.34,35890612,0.0049999999999954525,0.0,0.0,0.0,12,Match
2026-03-30,276.42,277.09,272.11,273.5,35141200,276.42,277.09,272.11,273.5,35141244,0.0,0.0,0.0,0.0,44,Match
2026-03-31,278.04,288.08,277.09,287.56,43875400,278.04,288.08,277.09,287.56,43875400,0.0,0.0,0.0,0.0,0,Match
2026-04-01,290.84,300.52,290.41,297.39,37684500,290.835,300.52,290.41,297.39,37684462,0.0049999999999954525,0.0,0.0,0.0,38,Match
2026-04-02,290.69,298.08,289.45,295.77,21666500,290.69,298.08,289.45,295.77,21666465,0.0,0.0,0.0,0.0,35,Match
2026-04-06,295.87,300.62,295.18,299.99,16945500,295.87,300.62,295.18,299.99,16945494,0.0,0.0,0.0,0.0,6,Match
2026-04-07,302.73,305.63,297.72,305.46,23205400,302.725,305.63,297.72,305.46,23205361,0.0049999999999954525,0.0,0.0,0.0,39,Match
2026-04-08,320.45,322.08,315.02,317.32,33547100,320.445,322.08,315.02,317.32,33547140,0.0049999999999954525,0.0,0.0,0.0,40,Match
2026-04-09,315.91,319.54,311.06,318.49,23739200,315.905,319.54,311.06,318.49,23739173,0.005000000000052296,0.0,0.0,0.0,27,Match
2026-04-10,320.02,321.83,316.32,317.24,19152600,320.015,321.83,316.32,317.24,19152630,0.0049999999999954525,0.0,0.0,0.0,30,Match
2026-04-13,317.14,321.63,315.47,321.31,18866400,317.135,321.63,315.47,321.31,18866424,0.0049999999999954525,0.0,0.0,0.0,24,Match
2026-04-14,324.79,333.29,323.75,332.91,27721400,324.785,333.29,323.75,332.91,27721351,0.0049999999999954525,0.0,0.0,0.0,49,Match
2026-04-15,332.89,337.48,330.9,337.12,24918800,332.89,337.48,330.9,337.12,24918842,0.0,0.0,0.0,0.0,42,Match
2026-04-16,338.75,339.88,334.52,336.02,20541500,338.75,339.88,334.52,336.02,20541487,0.0,0.0,0.0,0.0,13,Match
2026-04-17,337.65,342.32,336.24,341.68,25581900,337.65,342.32,336.24,341.68,25581881,0.0,0.0,0.0,0.0,19,Match
2026-04-20,340.76,341.4,336.61,337.42,18784200,340.755,341.4,336.61,337.42,18784226,0.0049999999999954525,0.0,0.0,0.0,26,Match
2026-04-21,337.69,339.34,331.35,332.29,23123800,337.685,339.34,331.35,332.29,23123795,0.0049999999999954525,0.0,0.0,0.0,5,Match
2026-04-22,337.02,339.82,335.17,339.32,20293000,337.02,339.82,335.17,339.32,20293014,0.0,0.0,0.0,0.0,14,Match
2026-04-23,341.18,341.96,336.18,338.89,18650300,341.18,341.96,336.18,338.89,18650256,0.0,0.0,0.0,0.0,44,Match
2026-04-24,338.73,345.27,335.39,344.4,26426100,338.725,345.27,335.39,344.4,26426061,0.0049999999999954525,0.0,0.0,0.0,39,Match
2026-04-27,345.98,353.18,342.73,350.34,28576900,345.98,353.18,342.73,350.34,28576887,0.0,0.0,0.0,0.0,13,Match
2026-04-28,348.55,352.42,346.12,349.78,27824100,348.55,352.42,346.12,349.78,27824052,0.0,0.0,0.0,0.0,48,Match
2026-04-29,347.57,355.79,344.21,349.94,35376300,347.565,355.79,344.21,349.94,35376328,0.0049999999999954525,0.0,0.0,0.0,28,Match
2026-04-30,374.07,385.84,365.82,384.8,72040000,374.07,385.84,365.82,384.8,72039993,0.0,0.0,0.0,0.0,7,Match
2026-05-01,381.63,386.76,379.05,385.69,30105200,381.63,386.76,379.05,385.69,30105226,0.0,0.0,0.0,0.0,26,Match
2026-05-04,385.63,387.38,379.79,383.25,26298600,385.63,387.38,379.79,383.25,26298574,0.0,0.0,0.0,0.0,26,Match
2026-05-05,386.23,392.82,384.02,388.43,23878600,386.23,392.8199,384.02,388.43,23878626,0.0,9.999999997489795e-05,0.0,0.0,26,Match
2026-05-06,394.25,399.85,392.76,398.04,31308500,394.245,399.8499,392.76,398.04,31308476,0.0049999999999954525,0.00010000000003174137,0.0,0.0,24,Match
2026-05-07,399.92,400.1,392.68,397.99,24433500,399.92,400.1,392.68,397.99,24433490,0.0,0.0,0.0,0.0,10,Match
2026-05-08,397.0,402.0,396.36,400.8,21461800,397.0,402.0,396.36,400.8,21461849,0.0,0.0,0.0,0.0,49,Match
2026-05-11,393.65,397.44,388.47,388.64,30753700,393.645,397.44,388.47,388.64,30753738,0.0049999999999954525,0.0,0.0,0.0,38,Match
2026-05-12,387.34,388.52,382.77,387.35,26017500,387.34,388.52,382.77,387.35,26017488,0.0,0.0,0.0,0.0,12,Match
2026-05-13,385.6,403.7,385.0,402.62,28144600,385.595,403.7,385.0,402.62,28144555,0.0049999999999954525,0.0,0.0,0.0,45,Match
2026-05-14,397.28,402.93,395.84,401.07,21136700,397.28,402.93,395.84,401.07,21136716,0.0,0.0,0.0,0.0,16,Match
2026-05-15,396.32,399.54,393.18,396.78,20309700,396.315,399.5399,393.18,396.78,20309702,0.0049999999999954525,0.00010000000003174137,0.0,0.0,2,Match
2026-05-18,395.69,408.61,394.53,396.94,26837200,395.685,408.61,394.53,396.94,26837196,0.0049999999999954525,0.0,0.0,0.0,4,Match
2026-05-19,396.96,397.15,386.11,387.66,39545700,396.96,397.15,386.11,387.66,39545672,0.0,0.0,0.0,0.0,28,Match
2026-05-20,387.7,393.86,382.9,388.91,31744400,387.7,393.8599,382.9,388.91,30504055,0.0,0.00010000000003174137,0.0,0.0,1240345,Mismatch
2026-05-21,385.7,392.5,383.02,387.66,24852800,385.7,392.5,383.02,387.66,24852843,0.0,0.0,0.0,0.0,43,Match
2026-05-22,387.35,388.74,381.77,382.97,20442100,387.345,388.74,381.7716,382.97,20442123,0.0049999999999954525,0.0,0.001599999999996271,0.0,23,Match
2026-05-26,384.51,389.26,382.6,388.88,27747400,384.51,389.2599,382.6,388.88,27747388,0.0,9.999999997489795e-05,0.0,0.0,12,Match
2026-05-27,386.67,393.88,385.9,388.83,23087300,386.665,393.88,385.9,388.83,23087287,0.0049999999999954525,0.0,0.0,0.0,13,Match
2026-05-28,388.0,391.87,385.16,390.13,24357500,388.0,391.87,385.16,390.13,24357455,0.0,0.0,0.0,0.0,45,Match
2026-05-29,385.24,385.24,378.46,380.34,44415800,385.24,385.24,378.46,380.34,44415846,0.0,0.0,0.0,0.0,46,Match
2026-06-01,376.52,378.56,373.52,376.37,28672100,376.52,378.56,373.52,376.37,28672120,0.0,0.0,0.0,0.0,20,Match
2026-06-02,366.59,373.54,358.44,361.85,50412300,366.59,373.54,358.44,361.85,50412300,0.0,0.0,0.0,0.0,0,Match
2026-06-03,362.03,366.45,358.08,358.99,55441600,362.03,366.45,358.08,358.99,55441583,0.0,0.0,0.0,0.0,17,Match
2026-06-04,358.9,373.25,358.21,372.19,44055500,358.9,373.2499,358.21,372.19,44055520,0.0,9.999999997489795e-05,0.0,0.0,20,Match
2026-06-05,366.34,372.08,364.12,368.53,37471200,366.34,372.08,364.1207,368.53,37471206,0.0,0.0,0.0006999999999948159,0.0,6,Match
2026-06-08,365.18,366.2,360.53,363.31,27942500,365.18,366.2,360.5309,363.31,27942464,0.0,0.0,0.0009000000000014552,0.0,36,Match
2026-06-09,367.09,372.08,357.3,364.26,29535100,367.09,372.08,357.3,364.26,29535072,0.0,0.0,0.0,0.0,28,Match
2026-06-10,363.19,368.56,355.2,356.38,32357100,363.19,368.555,355.2,356.38,32357132,0.0,0.0049999999999954525,0.0,0.0,32,Match
2026-06-11,355.93,358.8,346.36,357.77,35538200,355.925,358.8,346.36,357.77,35538165,0.0049999999999954525,0.0,0.0,0.0,35,Match
2026-06-12,362.62,366.57,354.94,359.68,24704600,362.62,366.57,354.94,359.68,24731019,0.0,0.0,0.0,0.0,26419,Mismatch
2026-06-15,367.93,372.99,366.55,369.35,27727500,367.93,372.99,366.55,369.35,27727493,0.0,0.0,0.0,0.0,7,Match
2026-06-16,369.6,376.0,367.06,373.25,24876100,369.6,376.0,367.06,373.25,24876095,0.0,0.0,0.0,0.0,5,Match
2026-06-17,369.13,372.33,362.02,363.79,24543600,369.125,372.33,362.02,363.79,24543644,0.0049999999999954525,0.0,0.0,0.0,44,Match
2026-06-18,365.75,369.48,358.67,368.03,44470100,365.75,369.48,358.67,368.03,44470070,0.0,0.0,0.0,0.0,30,Match
2026-06-22,357.95,358.92,341.72,349.68,52814800,357.945,358.92,341.7219,349.68,52814764,0.0049999999999954525,0.0,0.0018999999999778083,0.0,36,Match
2026-06-23,340.69,349.29,340.2,346.13,34007700,340.69,349.29,340.2,346.13,34007652,0.0,0.0,0.0,0.0,48,Match
2026-06-24,349.04,353.48,341.93,345.29,44997300,349.035,353.476,341.93,345.29,44997277,0.0049999999999954525,0.004000000000019099,0.0,0.0,23,Match
2026-06-25,336.73,345.57,335.84,343.71,44491400,336.73,345.57,335.84,343.71,44564576,0.0,0.0,0.0,0.0,73176,Mismatch
2026-06-26,342.55,346.36,330.2,337.39,114706300,342.55,346.36,330.2,337.39,114706326,0.0,0.0,0.0,0.0,26,Match
2026-06-29,341.83,354.35,340.67,353.65,34213900,341.825,354.35,340.67,353.65,34213932,0.0049999999999954525,0.0,0.0,0.0,32,Match
2026-06-30,353.87,358.62,350.4,357.37,35237200,353.865,358.62,350.4,357.37,35237231,0.0049999999999954525,0.0,0.0,0.0,31,Match
2026-07-01,358.37,362.97,356.43,361.21,26736400,358.37,362.97,356.43,361.21,26736445,0.0,0.0,0.0,0.0,45,Match
2026-07-02,359.48,364.21,353.42,359.91,25974800,359.48,364.205,353.42,359.91,25999346,0.0,0.0049999999999954525,0.0,0.0,24546,Mismatch
2026-07-06,361.55,367.93,357.38,366.46,26915800,361.55,367.93,357.3805,366.46,26915808,0.0,0.0,0.0004999999999881766,0.0,8,Match
2026-07-07,369.07,373.16,365.5,367.03,24045600,369.07,373.16,365.5,367.03,24045581,0.0,0.0,0.0,0.0,19,Match
2026-07-08,364.76,367.84,358.02,361.92,22094800,364.76,367.84,358.02,361.92,22094769,0.0,0.0,0.0,0.0,31,Match
2026-07-09,354.31,359.65,351.08,358.89,24729100,354.31,359.65,351.08,358.89,24729093,0.0,0.0,0.0,0.0,7,Match
2026-07-10,357.53,357.82,352.75,357.18,18126000,357.525,357.82,352.75,357.18,18146146,0.0049999999999954525,0.0,0.0,0.0,20146,Mismatch
